pokemon,ability_one,ability_two,ability_three,height,weight,moves,num_moves,hp,attack,defense,special_attack,special_defense,speed,type_one,type_two
shelgon,rock-head,overcoat,,11,1105,"['cut', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'ember', 'flamethrower', 'hydro-pump', 'strength', 'fire-spin', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'focus-energy', 'fire-blast', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'outrage', 'endure', 'rollout', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'facade', 'helping-hand', 'brick-break', 'secret-power', 'hyper-voice', 'rock-tomb', 'aerial-ace', 'iron-defense', 'dragon-claw', 'dragon-dance', 'natural-gift', 'dragon-pulse', 'shadow-claw', 'thunder-fang', 'fire-fang', 'zen-headbutt', 'draco-meteor', 'iron-head', 'captivate', 'hone-claws', 'round', 'incinerate', 'dragon-tail', 'confide', 'tera-blast', 'dragon-cheer', 'temper-flare']",70,65,95,100,60,50,50,dragon,
salamence,intimidate,moxie,,15,1026,"['cut', 'fly', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'ember', 'flamethrower', 'hydro-pump', 'hyper-beam', 'strength', 'fire-spin', 'earthquake', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'focus-energy', 'fire-blast', 'swift', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'outrage', 'endure', 'rollout', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'dragon-breath', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'heat-wave', 'facade', 'helping-hand', 'brick-break', 'secret-power', 'hyper-voice', 'air-cutter', 'rock-tomb', 'aerial-ace', 'iron-defense', 'dragon-claw', 'dragon-dance', 'roost', 'natural-gift', 'tailwind', 'aqua-tail', 'air-slash', 'dragon-pulse', 'giga-impact', 'shadow-claw', 'thunder-fang', 'fire-fang', 'zen-headbutt', 'defog', 'draco-meteor', 'iron-head', 'stone-edge', 'captivate', 'ominous-wind', 'hone-claws', 'round', 'incinerate', 'bulldoze', 'dragon-tail', 'hurricane', 'confide', 'laser-focus', 'brutal-swing', 'psychic-fangs', 'breaking-swipe', 'dual-wingbeat', 'tera-blast', 'dragon-cheer', 'temper-flare']",93,95,135,80,110,80,100,dragon,flying
beldum,clear-body,light-metal,,6,952,"['headbutt', 'tackle', 'take-down', 'iron-defense', 'zen-headbutt', 'iron-head', 'steel-beam', 'tera-blast']",8,40,55,80,35,60,30,steel,psychic
metang,clear-body,light-metal,,12,2025,"['ice-punch', 'thunder-punch', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'strength', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'facade', 'focus-punch', 'trick', 'brick-break', 'secret-power', 'meteor-mash', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'gravity', 'miracle-eye', 'gyro-ball', 'natural-gift', 'magnet-rise', 'rock-polish', 'giga-impact', 'bullet-punch', 'psycho-cut', 'zen-headbutt', 'flash-cannon', 'iron-head', 'stealth-rock', 'grass-knot', 'hone-claws', 'psyshock', 'telekinesis', 'heavy-slam', 'round', 'ally-switch', 'bulldoze', 'confide', 'power-up-punch', 'steel-beam', 'expanding-force', 'steel-roller', 'meteor-beam', 'tera-blast', 'trailblaze', 'hard-press', 'psychic-noise']",93,60,75,100,55,80,50,steel,psychic
metagross,clear-body,light-metal,,16,5500,"['ice-punch', 'thunder-punch', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'strength', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'self-destruct', 'swift', 'flash', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'facade', 'focus-punch', 'trick', 'brick-break', 'knock-off', 'secret-power', 'meteor-mash', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'block', 'gravity', 'miracle-eye', 'hammer-arm', 'gyro-ball', 'natural-gift', 'magnet-rise', 'rock-polish', 'giga-impact', 'bullet-punch', 'shadow-claw', 'psycho-cut', 'zen-headbutt', 'flash-cannon', 'iron-head', 'stone-edge', 'stealth-rock', 'grass-knot', 'hone-claws', 'psyshock', 'telekinesis', 'heavy-slam', 'round', 'ally-switch', 'bulldoze', 'confide', 'power-up-punch', 'laser-focus', 'brutal-swing', 'psychic-fangs', 'stomping-tantrum', 'body-press', 'steel-beam', 'expanding-force', 'steel-roller', 'meteor-beam', 'tera-blast', 'trailblaze', 'hard-press', 'psychic-noise']",103,80,135,130,95,90,70,steel,psychic
regirock,clear-body,sturdy,,17,2300,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'rock-throw', 'earthquake', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'self-destruct', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'hidden-power', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'facade', 'focus-punch', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'sand-tomb', 'iron-defense', 'block', 'rock-blast', 'shock-wave', 'gravity', 'hammer-arm', 'natural-gift', 'fling', 'rock-polish', 'power-gem', 'drain-punch', 'focus-blast', 'earth-power', 'giga-impact', 'flash-cannon', 'rock-climb', 'iron-head', 'stone-edge', 'stealth-rock', 'charge-beam', 'smack-down', 'heavy-slam', 'round', 'bulldoze', 'confide', 'power-up-punch', 'stomping-tantrum', 'body-press', 'meteor-beam', 'tera-blast', 'hard-press']",87,80,100,200,50,100,50,rock,
regice,clear-body,ice-body,,18,1750,"['mega-punch', 'ice-punch', 'thunder-punch', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'ice-beam', 'blizzard', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'mimic', 'double-team', 'defense-curl', 'self-destruct', 'amnesia', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'icy-wind', 'lock-on', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'rock-smash', 'hail', 'facade', 'focus-punch', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'signal-beam', 'icicle-spear', 'block', 'shock-wave', 'gravity', 'hammer-arm', 'natural-gift', 'fling', 'rock-polish', 'focus-blast', 'giga-impact', 'avalanche', 'flash-cannon', 'rock-climb', 'iron-head', 'charge-beam', 'heavy-slam', 'round', 'bulldoze', 'frost-breath', 'confide', 'power-up-punch', 'aurora-veil', 'stomping-tantrum', 'body-press', 'tera-blast', 'ice-spinner', 'snowscape']",83,80,50,100,100,200,50,ice,
registeel,clear-body,light-metal,,19,2050,"['mega-punch', 'ice-punch', 'thunder-punch', 'stomp', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'mimic', 'double-team', 'defense-curl', 'self-destruct', 'amnesia', 'explosion', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'zap-cannon', 'lock-on', 'sandstorm', 'endure', 'rollout', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'metal-claw', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'rock-smash', 'facade', 'focus-punch', 'superpower', 'brick-break', 'secret-power', 'rock-tomb', 'metal-sound', 'sand-tomb', 'aerial-ace', 'iron-defense', 'block', 'shock-wave', 'gravity', 'hammer-arm', 'natural-gift', 'fling', 'magnet-rise', 'rock-polish', 'focus-blast', 'giga-impact', 'shadow-claw', 'flash-cannon', 'rock-climb', 'iron-head', 'stealth-rock', 'charge-beam', 'hone-claws', 'heavy-slam', 'round', 'bulldoze', 'confide', 'power-up-punch', 'stomping-tantrum', 'body-press', 'steel-beam', 'steel-roller', 'meteor-beam', 'tera-blast', 'ice-spinner', 'hard-press']",89,80,75,150,75,150,50,steel,
latias,levitate,,,14,400,"['cut', 'fly', 'body-slam', 'take-down', 'double-edge', 'roar', 'surf', 'ice-beam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'waterfall', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'charm', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'baton-pass', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'facade', 'helping-hand', 'trick', 'role-play', 'wish', 'magic-coat', 'refresh', 'secret-power', 'dive', 'mist-ball', 'weather-ball', 'air-cutter', 'aerial-ace', 'dragon-claw', 'covet', 'water-sport', 'calm-mind', 'dragon-dance', 'shock-wave', 'water-pulse', 'roost', 'healing-wish', 'natural-gift', 'tailwind', 'psycho-shift', 'last-resort', 'sucker-punch', 'aura-sphere', 'air-slash', 'dragon-pulse', 'energy-ball', 'giga-impact', 'shadow-claw', 'psycho-cut', 'zen-headbutt', 'defog', 'draco-meteor', 'captivate', 'grass-knot', 'charge-beam', 'hone-claws', 'guard-split', 'psyshock', 'telekinesis', 'magic-room', 'round', 'stored-power', 'ally-switch', 'heal-pulse', 'reflect-type', 'retaliate', 'bulldoze', 'disarming-voice', 'draining-kiss', 'confide', 'mystical-fire', 'laser-focus', 'liquidation', 'breaking-swipe', 'scale-shot', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'dragon-cheer', 'alluring-voice']",122,80,80,90,110,130,110,dragon,psychic
latios,levitate,,,20,600,"['cut', 'fly', 'body-slam', 'take-down', 'double-edge', 'roar', 'surf', 'ice-beam', 'hyper-beam', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'confusion', 'psychic', 'agility', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'waterfall', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'tri-attack', 'substitute', 'snore', 'protect', 'mud-slap', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dragon-breath', 'baton-pass', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'whirlpool', 'memento', 'facade', 'helping-hand', 'trick', 'magic-coat', 'refresh', 'secret-power', 'dive', 'luster-purge', 'weather-ball', 'air-cutter', 'aerial-ace', 'dragon-claw', 'calm-mind', 'dragon-dance', 'shock-wave', 'water-pulse', 'roost', 'natural-gift', 'tailwind', 'psycho-shift', 'heal-block', 'last-resort', 'aura-sphere', 'air-slash', 'dragon-pulse', 'energy-ball', 'giga-impact', 'shadow-claw', 'psycho-cut', 'zen-headbutt', 'defog', 'draco-meteor', 'captivate', 'grass-knot', 'charge-beam', 'hone-claws', 'power-split', 'wonder-room', 'psyshock', 'telekinesis', 'simple-beam', 'round', 'stored-power', 'ally-switch', 'heal-pulse', 'retaliate', 'bulldoze', 'confide', 'mystical-fire', 'laser-focus', 'liquidation', 'breaking-swipe', 'scale-shot', 'flip-turn', 'dual-wingbeat', 'tera-blast', 'chilling-water', 'dragon-cheer', 'psychic-noise']",116,80,90,80,130,110,110,dragon,psychic
kyogre,drizzle,,,45,3520,"['headbutt', 'body-slam', 'take-down', 'double-edge', 'roar', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'mimic', 'double-team', 'defense-curl', 'waterfall', 'swift', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'hidden-power', 'rain-dance', 'psych-up', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'rock-tomb', 'water-spout', 'signal-beam', 'sheer-cold', 'muddy-water', 'block', 'calm-mind', 'shock-wave', 'water-pulse', 'brine', 'natural-gift', 'aqua-ring', 'aqua-tail', 'giga-impact', 'avalanche', 'iron-head', 'heavy-slam', 'round', 'scald', 'bulldoze', 'confide', 'origin-pulse', 'liquidation', 'tera-blast', 'chilling-water']",73,100,100,90,150,140,90,water,
groudon,drought,,,35,9500,"['mega-punch', 'fire-punch', 'thunder-punch', 'swords-dance', 'cut', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'hyper-beam', 'counter', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'fissure', 'dig', 'toxic', 'mimic', 'double-team', 'defense-curl', 'fire-blast', 'swift', 'rest', 'rock-slide', 'slash', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'spikes', 'sandstorm', 'endure', 'rollout', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'crunch', 'psych-up', 'ancient-power', 'rock-smash', 'uproar', 'heat-wave', 'will-o-wisp', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'eruption', 'secret-power', 'overheat', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'block', 'dragon-claw', 'bulk-up', 'mud-shot', 'rock-blast', 'shock-wave', 'hammer-arm', 'natural-gift', 'fling', 'rock-polish', 'dragon-pulse', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'fire-fang', 'zen-headbutt', 'rock-climb', 'lava-plume', 'iron-head', 'stone-edge', 'stealth-rock', 'hone-claws', 'smack-down', 'heavy-slam', 'round', 'incinerate', 'bulldoze', 'dragon-tail', 'heat-crash', 'confide', 'power-up-punch', 'precipice-blades', 'high-horsepower', 'brutal-swing', 'stomping-tantrum', 'body-press', 'scorching-sands', 'tera-blast']",108,100,150,140,100,90,90,ground,
rayquaza,air-lock,,,70,2065,"['swords-dance', 'fly', 'bind', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'roar', 'flamethrower', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'hyper-beam', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'earthquake', 'toxic', 'mimic', 'double-team', 'fire-blast', 'waterfall', 'swift', 'rest', 'rock-slide', 'substitute', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'outrage', 'sandstorm', 'endure', 'swagger', 'fury-cutter', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'extreme-speed', 'ancient-power', 'rock-smash', 'whirlpool', 'uproar', 'facade', 'helping-hand', 'brick-break', 'secret-power', 'dive', 'hyper-voice', 'overheat', 'rock-tomb', 'cosmic-power', 'aerial-ace', 'dragon-claw', 'bulk-up', 'dragon-dance', 'shock-wave', 'water-pulse', 'gyro-ball', 'natural-gift', 'tailwind', 'u-turn', 'fling', 'aqua-tail', 'air-slash', 'dragon-pulse', 'focus-blast', 'energy-ball', 'earth-power', 'giga-impact', 'avalanche', 'shadow-claw', 'defog', 'draco-meteor', 'iron-head', 'stone-edge', 'stealth-rock', 'hone-claws', 'round', 'echoed-voice', 'sky-drop', 'incinerate', 'bulldoze', 'dragon-tail', 'wild-charge', 'hurricane', 'confide', 'dragon-ascent', 'brutal-swing', 'breaking-swipe', 'scale-shot', 'meteor-beam', 'tera-blast', 'dragon-cheer']",105,105,150,90,150,90,95,dragon,flying
jirachi,serene-grace,,,3,11,"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick', 'headbutt', 'body-slam', 'double-edge', 'psybeam', 'hyper-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confusion', 'psychic', 'mimic', 'double-team', 'confuse-ray', 'defense-curl', 'light-screen', 'reflect', 'metronome', 'swift', 'amnesia', 'dream-eater', 'flash', 'rest', 'substitute', 'nightmare', 'snore', 'protect', 'mud-slap', 'icy-wind', 'sandstorm', 'endure', 'charm', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'baton-pass', 'encore', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'ancient-power', 'shadow-ball', 'future-sight', 'uproar', 'facade', 'helping-hand', 'trick', 'wish', 'magic-coat', 'recycle', 'skill-swap', 'imprison', 'refresh', 'secret-power', 'meteor-mash', 'fake-tears', 'metal-sound', 'cosmic-power', 'signal-beam', 'aerial-ace', 'iron-defense', 'calm-mind', 'shock-wave', 'water-pulse', 'doom-desire', 'gravity', 'healing-wish', 'natural-gift', 'u-turn', 'fling', 'lucky-chant', 'last-resort', 'aura-sphere', 'drain-punch', 'energy-ball', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'trick-room', 'iron-head', 'stealth-rock', 'grass-knot', 'charge-beam', 'psyshock', 'telekinesis', 'magic-room', 'round', 'stored-power', 'ally-switch', 'play-rough', 'confide', 'dazzling-gleam', 'power-up-punch', 'life-dew', 'steel-beam', 'expanding-force', 'meteor-beam', 'tera-blast', 'psychic-noise']",108,100,100,100,100,100,100,steel,psychic
deoxys-normal,pressure,,,17,608,"['fire-punch', 'ice-punch', 'thunder-punch', 'cut', 'bind', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'leer', 'ice-beam', 'psybeam', 'hyper-beam', 'low-kick', 'seismic-toss', 'strength', 'solar-beam', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'psychic', 'agility', 'teleport', 'night-shade', 'mimic', 'double-team', 'recover', 'light-screen', 'reflect', 'swift', 'dream-eater', 'flash', 'rest', 'rock-slide', 'substitute', 'nightmare', 'snore', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'sleep-talk', 'return', 'frustration', 'safeguard', 'pain-split', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'future-sight', 'rock-smash', 'torment', 'facade', 'focus-punch', 'taunt', 'trick', 'role-play', 'magic-coat', 'recycle', 'brick-break', 'knock-off', 'skill-swap', 'imprison', 'snatch', 'secret-power', 'rock-tomb', 'cosmic-power', 'signal-beam', 'aerial-ace', 'calm-mind', 'shock-wave', 'water-pulse', 'psycho-boost', 'gravity', 'natural-gift', 'fling', 'psycho-shift', 'poison-jab', 'dark-pulse', 'drain-punch', 'focus-blast', 'energy-ball', 'giga-impact', 'nasty-plot', 'avalanche', 'zen-headbutt', 'flash-cannon', 'trick-room', 'stealth-rock', 'grass-knot', 'charge-beam', 'wonder-room', 'psyshock', 'telekinesis', 'low-sweep', 'round', 'stored-power', 'ally-switch', 'confide', 'power-up-punch', 'laser-focus', 'throat-chop', 'psychic-terrain', 'brutal-swing', 'stomping-tantrum', 'expanding-force', 'meteor-beam', 'tera-blast', 'psychic-noise']",116,50,150,50,150,50,150,psychic,
turtwig,overgrow,shell-armor,,4,102,"['swords-dance', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'bite', 'roar', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'amnesia', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'facade', 'nature-power', 'superpower', 'secret-power', 'tickle', 'sand-tomb', 'bullet-seed', 'mud-shot', 'magical-leaf', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'earth-power', 'zen-headbutt', 'rock-climb', 'leaf-storm', 'iron-head', 'captivate', 'stealth-rock', 'grass-knot', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'shell-smash', 'grass-pledge', 'bulldoze', 'work-up', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'tera-blast', 'trailblaze']",82,55,68,64,45,55,31,grass,
grotle,overgrow,shell-armor,,11,970,"['swords-dance', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'bite', 'roar', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'toxic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'amnesia', 'flash', 'rest', 'substitute', 'snore', 'curse', 'protect', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'facade', 'nature-power', 'superpower', 'secret-power', 'tickle', 'sand-tomb', 'bullet-seed', 'mud-shot', 'magical-leaf', 'natural-gift', 'worry-seed', 'seed-bomb', 'energy-ball', 'earth-power', 'zen-headbutt', 'rock-climb', 'leaf-storm', 'iron-head', 'captivate', 'stealth-rock', 'grass-knot', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'shell-smash', 'grass-pledge', 'bulldoze', 'work-up', 'grassy-terrain', 'confide', 'leafage', 'grassy-glide', 'tera-blast', 'trailblaze']",82,75,89,85,55,65,36,grass,
torterra,overgrow,shell-armor,,22,3100,"['swords-dance', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'thrash', 'double-edge', 'bite', 'roar', 'hyper-beam', 'strength', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'earthquake', 'toxic', 'double-team', 'withdraw', 'light-screen', 'reflect', 'amnesia', 'flash', 'rest', 'rock-slide', 'substitute', 'snore', 'curse', 'protect', 'scary-face', 'mud-slap', 'outrage', 'sandstorm', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'iron-tail', 'synthesis', 'hidden-power', 'sunny-day', 'crunch', 'rock-smash', 'stockpile', 'spit-up', 'swallow', 'facade', 'nature-power', 'superpower', 'secret-power', 'hyper-voice', 'rock-tomb', 'tickle', 'sand-tomb', 'bullet-seed', 'iron-defense', 'block', 'frenzy-plant', 'mud-shot', 'magical-leaf', 'rock-blast', 'natural-gift', 'worry-seed', 'rock-polish', 'seed-bomb', 'energy-ball', 'earth-power', 'giga-impact', 'zen-headbutt', 'rock-climb', 'leaf-storm', 'iron-head', 'stone-edge', 'captivate', 'stealth-rock', 'grass-knot', 'wood-hammer', 'wide-guard', 'smack-down', 'heavy-slam', 'round', 'shell-smash', 'grass-pledge', 'bulldoze', 'work-up', 'grassy-terrain', 'confide', 'high-horsepower', 'leafage', 'stomping-tantrum', 'body-press', 'grassy-glide', 'scorching-sands', 'headlong-rush', 'tera-blast', 'trailblaze', 'hard-press']",104,95,109,105,75,85,56,grass,ground
chimchar,blaze,iron-fist,,5,62,"['fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'cut', 'double-kick', 'headbutt', 'take-down', 'double-edge', 'leer', 'ember', 'flamethrower', 'submission', 'low-kick', 'counter', 'strength', 'fire-spin', 'dig', 'toxic', 'agility', 'double-team', 'focus-energy', 'metronome', 'fire-blast', 'swift', 'fury-swipes', 'rest', 'rock-slide', 'substitute', 'thief', 'flame-wheel', 'snore', 'protect', 'mud-slap', 'endure', 'rollout', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'sunny-day', 'psych-up', 'rock-smash', 'fake-out', 'uproar', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'helping-hand', 'role-play', 'assist', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'blaze-kick', 'slack-off', 'fake-tears', 'overheat', 'rock-tomb', 'aerial-ace', 'bulk-up', 'covet', 'natural-gift', 'u-turn', 'fling', 'flare-blitz', 'poison-jab', 'vacuum-wave', 'switcheroo', 'nasty-plot', 'shadow-claw', 'zen-headbutt', 'rock-climb', 'gunk-shot', 'captivate', 'stealth-rock', 'grass-knot', 'hone-claws', 'flame-charge', 'low-sweep', 'round', 'quick-guard', 'incinerate', 'acrobatics', 'fire-pledge', 'work-up', 'confide', 'power-up-punch', 'burning-jealousy', 'tera-blast', 'temper-flare']",99,44,58,44,58,44,61,fire,
