rank_category,pokemon,item,ability,tera type,move_1,move_2,move_3,move_4,tournament
1,pawmot,focus sash,volt absorb,fairy,protect,revival-blessing,close-combat,double-shock,north america international
1,calyrex,choice specs,as one (spectrier),normal,pollen-puff,shadow-ball,expanding-force,astral-barrage,north america international
1,indeedee,rocky helmet,psychic surge,water,draining-kiss,follow-me,imprison,trick-room,north america international
1,whimsicott,king's rock,prankster,ghost,tailwind,fling,beat-up,moonblast,north america international
1,pelipper,focus sash,drizzle,ghost,weather-ball,hurricane,wide-guard,tailwind,north america international
1,calyrex,clear amulet,as one (glastrier),ground,glacial-lance,high-horsepower,protect,trick-room,north america international
1,incineroar,safety goggles,intimidate,water,parting-shot,knock-off,fake-out,helping-hand,north america international
1,raging-bolt,assault vest,protosynthesis,electric,thunderbolt,draco-meteor,electroweb,thunderclap,north america international
1,amoonguss,rocky helmet,regenerator,fairy,pollen-puff,spore,protect,rage-powder,north america international
1,urshifu,choice scarf,unseen fist,ghost,surging-strikes,close-combat,coaching,uturn,north america international
1,rillaboom,assault vest,grassy surge,ground,grassy-glide,wood-hammer,high-horsepower,fake-out,north america international
1,terapagos,covert cloak,tera shift,stellar,calm-mind,thunderbolt,protect,tera-starstorm,north america international
1,thundurus,safety goggles,prankster,dark,thunder-wave,eerie-impulse,thunderbolt,electric-terrain,north america international
1,magmar,eviolite,flame body,ghost,follow-me,acid-spray,protect,overheat,north america international
1,comfey,mental herb,triage,fairy,helping-hand,draining-kiss,floral-healing,endure,north america international
1,sableye,focus sash,prankster,normal,willowisp,reflect,fake-out,encore,north america international
1,volcarona,leftovers,flame body,grass,flamethrower,bug-buzz,quiver-dance,protect,north america international
1,farigiraf,electric seed,armor tail,fire,psychic-noise,foul-play,helping-hand,trick-room,north america international
1,whimsicott,focus sash,prankster,ghost,moonblast,tailwind,encore,protect,north america international
1,ursaluna,life orb,mind’s eye,normal,hyper-voice,blood-moon,earth-power,protect,north america international
1,iron-hands,assault vest,quark drive,water,drain-punch,wild-charge,fake-out,volt-switch,north america international
1,miraidon,choice specs,hadron engine,electric,electro-drift,discharge,volt-switch,dragon-pulse,north america international
1,chi-yu,safety goggles,beads of ruin,water,heat-wave,dark-pulse,protect,taunt,north america international
1,mienshao,focus sash,inner focus,fighting,close-combat,feint,fake-out,wide-guard,north america international
1,calyrex,covert cloak,as one (spectrier),fairy,astral-barrage,draining-kiss,protect,nasty-plot,north america international
1,tornadus,rocky helmet,prankster,dark,bleakwind-storm,sunny-day,protect,tailwind,north america international
1,rillaboom,assault vest,grassy surge,fire,wood-hammer,grassy-glide,fake-out,uturn,north america international
1,clefairy,eviolite,friend guard,grass,sing,follow-me,protect,helping-hand,north america international
1,rillaboom,assault vest,grassy surge,fire,grassy-glide,wood-hammer,high-horsepower,fake-out,north america international
1,tornadus,focus sash,prankster,dark,bleakwind-storm,sunny-day,tailwind,protect,north america international
1,koraidon,clear amulet,orichalcum pulse,fire,collision-course,flare-blitz,flame-charge,protect,north america international
1,walking-wake,life orb,protosynthesis,water,hydro-steam,draco-meteor,flamethrower,protect,north america international
1,gholdengo,metal coat,good as gold,normal,make-it-rain,shadow-ball,nasty-plot,protect,north america international
1,incineroar,safety goggles,intimidate,ghost,fake-out,willowisp,knock-off,parting-shot,north america international
1,raging-bolt,assault vest,protosynthesis,electric,draco-meteor,thunderclap,thunderbolt,electroweb,north america international
1,farigiraf,sitrus berry,armor tail,ground,hyper-voice,psychic-noise,helping-hand,trick-room,north america international
1,annihilape,choice scarf,defiant,grass,final-gambit,close-combat,coaching,shadow-claw,north america international
1,calyrex,clear amulet,as one (glastrier),fire,protect,trick-room,glacial-lance,high-horsepower,north america international
1,ursaluna,life orb,mind’s eye,ghost,protect,blood-moon,earth-power,hyper-voice,north america international
1,smeargle,focus sash,moody,grass,decorate,fake-out,spore,follow-me,north america international
1,primarina,leftovers,liquid voice,fire,moonblast,hyper-voice,calm-mind,protect,north america international
1,incineroar,safety goggles,intimidate,water,flare-blitz,knock-off,parting-shot,fake-out,north america international
1,grimmsnarl,light clay,prankster,poison,spirit-break,misty-terrain,light-screen,reflect,north america international
1,sinistcha,sitrus berry,hospitality,normal,matcha-gotcha,shadow-ball,trick-room,protect,north america international
1,zamazenta,rusted shield,dauntless shield,grass,body-press,heavy-slam,iron-defense,protect,north america international
1,ting-lu,assault vest,vessel of ruin,fairy,stomping-tantrum,throat-chop,ruination,snarl,north america international
1,whimsicott,focus sash,prankster,ghost,moonblast,tailwind,encore,protect,north america international
1,iron-hands,assault vest,quark drive,grass,drain-punch,ice-punch,volt-switch,fake-out,north america international
1,miraidon,choice specs,hadron engine,electric,electro-drift,discharge,volt-switch,draco-meteor,north america international
1,volcarona,leftovers,flame body,dragon,flamethrower,bug-buzz,quiver-dance,protect,north america international
1,farigiraf,electric seed,armor tail,ground,foul-play,psychic,trick-room,helping-hand,north america international
1,okidogi,wide lens,guard dog,normal,gunk-shot,drain-punch,knock-off,protect,north america international
1,zamazenta,rusted shield,dauntless shield,grass,body-press,iron-defense,heavy-slam,protect,north america international
1,rillaboom,choice band,grassy surge,grass,wood-hammer,grassy-glide,high-horsepower,uturn,north america international
1,chien-pao,focus sash,sword of ruin,ghost,icicle-crash,sucker-punch,lash-out,protect,north america international
1,flutter-mane,booster energy,protosynthesis,fairy,moonblast,icy-wind,taunt,protect,north america international
1,entei,assault vest,inner focus,normal,sacred-fire,stomping-tantrum,extreme-speed,snarl,north america international
1,raging-bolt,magnet,protosynthesis,electric,thunderbolt,thunderclap,draco-meteor,protect,north america international
1,miraidon,choice specs,hadron engine,electric,electro-drift,draco-meteor,discharge,volt-switch,north america international
1,urshifu,focus sash,unseen fist,dark,wicked-blow,close-combat,sucker-punch,detect,north america international
1,chi-yu,choice scarf,beads of ruin,ground,heat-wave,overheat,dark-pulse,tera-blast,north america international
1,iron-hands,assault vest,quark drive,fire,drain-punch,wild-charge,fake-out,heavy-slam,north america international
1,whimsicott,covert cloak,prankster,fire,moonblast,encore,light-screen,tailwind,north america international
1,farigiraf,electric seed,armor tail,ground,psychic-noise,foul-play,helping-hand,trick-room,north america international
1,ogerpon,cornerstone mask,sturdy,rock,ivy-cudgel,power-whip,follow-me,spiky-shield,north america international
1,koraidon,clear amulet,orichalcum pulse,fire,collision-course,flare-blitz,flame-charge,protect,north america international
1,raging-bolt,assault vest,protosynthesis,electric,thunderbolt,thunderclap,draco-meteor,weather-ball,north america international
1,flutter-mane,focus sash,protosynthesis,fairy,moonblast,icy-wind,taunt,protect,north america international
1,gholdengo,metal coat,good as gold,normal,make-it-rain,shadow-ball,nasty-plot,protect,north america international
1,incineroar,safety goggles,intimidate,ghost,willowisp,knock-off,parting-shot,fake-out,north america international
1,landorus,life orb,sheer force,fairy,protect,earth-power,sludge-bomb,substitute,north america international
1,incineroar,assault vest,intimidate,grass,knock-off,flare-blitz,fake-out,uturn,north america international
1,ogerpon,wellspring mask,water absorb,water,spiky-shield,ivy-cudgel,horn-leech,follow-me,north america international
1,regieleki,focus sash,transistor,electric,protect,thunderbolt,electroweb,volt-switch,north america international
1,ditto,choice scarf,imposter,ghost,transform,,,,north america international
1,calyrex,clear amulet,as one (glastrier),dragon,glacial-lance,high-horsepower,trick-room,protect,north america international
1,urshifu,focus sash,unseen fist,water,surging-strikes,close-combat,taunt,detect,north america international
1,tornadus,covert cloak,prankster,dark,bleakwind-storm,rain-dance,protect,tailwind,north america international
1,volcarona,leftovers,flame body,grass,fiery-dance,struggle-bug,protect,rage-powder,north america international
1,miraidon,choice specs,hadron engine,electric,electro-drift,draco-meteor,discharge,volt-switch,north america international
1,landorus,choice scarf,sheer force,poison,earth-power,sandsear-storm,sludge-bomb,sludge-wave,north america international
1,kingambit,black glasses,defiant,poison,kowtow-cleave,iron-head,sucker-punch,protect,north america international
1,iron-hands,assault vest,quark drive,grass,drain-punch,close-combat,fake-out,heavy-slam,north america international
1,farigiraf,electric seed,armor tail,ground,foul-play,twin-beam,helping-hand,trick-room,north america international
1,ursaluna,silk scarf,mind’s eye,normal,hyper-voice,blood-moon,vacuum-wave,protect,north america international
1,chien-pao,focus sash,sword of ruin,ghost,icicle-crash,sucker-punch,sacred-sword,protect,north america international
1,miraidon,choice specs,hadron engine,electric,electro-drift,draco-meteor,volt-switch,discharge,north america international
1,talonflame,life orb,gale wings,ground,brave-bird,tailwind,willowisp,protect,north america international
1,chien-pao,focus sash,sword of ruin,ghost,protect,icicle-crash,sucker-punch,throat-chop,north america international
1,ting-lu,sitrus berry,vessel of ruin,poison,protect,taunt,ruination,sand-tomb,north america international
1,pelipper,safety goggles,drizzle,steel,hurricane,weather-ball,protect,wide-guard,north america international
1,dondozo,leftovers,unaware,bug,protect,wave-crash,fissure,yawn,north america international
1,raging-bolt,assault vest,protosynthesis,electric,electroweb,thunderclap,snarl,dragon-pulse,north america international
1,zamazenta,rusted shield,dauntless shield,grass,body-press,heavy-slam,wide-guard,protect,north america international
1,urshifu,focus sash,unseen fist,dark,close-combat,wicked-blow,sucker-punch,detect,north america international
1,iron-hands,assault vest,quark drive,grass,fake-out,wild-charge,drain-punch,heavy-slam,north america international
1,farigiraf,electric seed,armor tail,fairy,foul-play,trick-room,psychic,helping-hand,north america international
1,whimsicott,covert cloak,prankster,ghost,tailwind,moonblast,encore,light-screen,north america international
1,miraidon,choice specs,hadron engine,electric,electro-drift,discharge,volt-switch,draco-meteor,north america international
1,chi-yu,choice scarf,beads of ruin,ground,heat-wave,dark-pulse,overheat,snarl,north america international
1,incineroar,safety goggles,intimidate,ghost,fake-out,willowisp,parting-shot,flare-blitz,north america international
1,calyrex,sitrus berry,as one (spectrier),fairy,astral-barrage,psyshock,nasty-plot,protect,north america international
1,rillaboom,assault vest,grassy surge,fire,wood-hammer,grassy-glide,uturn,fake-out,north america international
1,urshifu,choice scarf,unseen fist,ghost,surging-strikes,close-combat,aqua-jet,uturn,north america international
1,raging-bolt,booster energy,protosynthesis,fairy,calm-mind,thunderclap,dragon-pulse,protect,north america international
1,smeargle,focus sash,moody,ghost,follow-me,wide-guard,spore,spiky-shield,north america international
1,landorus,life orb,sheer force,poison,earth-power,sludge-bomb,nasty-plot,protect,north america international
1,iron-hands,assault vest,quark drive,grass,drain-punch,wild-charge,heavy-slam,fake-out,north america international
1,whimsicott,focus sash,prankster,ghost,tailwind,memento,sunny-day,moonblast,north america international
1,chi-yu,choice scarf,beads of ruin,ground,overheat,heat-wave,snarl,tera-blast,north america international
1,miraidon,choice specs,hadron engine,electric,volt-switch,discharge,draco-meteor,electro-drift,north america international
1,farigiraf,electric seed,armor tail,ground,psychic-noise,foul-play,helping-hand,trick-room,north america international
1,urshifu,choice scarf,unseen fist,water,surging-strikes,close-combat,aqua-jet,uturn,north america international
1,whimsicott,focus sash,prankster,ghost,moonblast,tailwind,encore,protect,north america international
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,wood-hammer,follow-me,spiky-shield,north america international
1,terapagos,covert cloak,tera shift,stellar,tera-starstorm,calm-mind,dark-pulse,protect,north america international
1,indeedee,psychic seed,psychic surge,grass,psyshock,follow-me,helping-hand,trick-room,north america international
1,regidrago,dragon fang,dragon's maw,dragon,dragon-energy,draco-meteor,earth-power,protect,north america international
1,iron-hands,assault vest,quark drive,water,drain-punch,fake-out,wild-charge,volt-switch,north america international
1,tornadus,focus sash,prankster,ghost,bleakwind-storm,tailwind,taunt,protect,north america international
1,calyrex,clear amulet,as one (glastrier),fire,glacial-lance,high-horsepower,trick-room,protect,north america international
1,urshifu,choice band,unseen fist,water,surging-strikes,close-combat,aqua-jet,uturn,north america international
1,ogerpon,hearthflame mask,mold breaker,fire,ivy-cudgel,wood-hammer,follow-me,spiky-shield,north america international
1,farigiraf,life orb,armor tail,ground,hyper-voice,psychic,shadow-ball,trick-room,north america international
1,farigiraf,safety goggles,armor tail,ground,trick-room,helping-hand,psychic-noise,hyper-voice,north america international
1,electabuzz,eviolite,vital spirit,water,volt-switch,taunt,follow-me,feint,north america international
1,calyrex,clear amulet,as one (glastrier),water,glacial-lance,high-horsepower,trick-room,protect,north america international
1,smeargle,focus sash,moody,grass,spore,decorate,wide-guard,follow-me,north america international
1,ursaluna,life orb,mind’s eye,normal,blood-moon,hyper-voice,earth-power,protect,north america international
1,annihilape,choice scarf,defiant,grass,final-gambit,close-combat,uturn,shadow-claw,north america international
1,ursaluna,life orb,mind’s eye,normal,blood-moon,earth-power,protect,hyper-voice,north america international
1,farigiraf,electric seed,armor tail,ground,psyshock,foul-play,trick-room,helping-hand,north america international
1,chi-yu,choice scarf,beads of ruin,ground,heat-wave,overheat,tera-blast,snarl,north america international
1,miraidon,choice specs,hadron engine,electric,discharge,electro-drift,draco-meteor,volt-switch,north america international
1,whimsicott,focus sash,prankster,ghost,moonblast,tailwind,encore,protect,north america international
1,iron-hands,assault vest,quark drive,fire,drain-punch,fake-out,wild-charge,heavy-slam,north america international
1,farigiraf,electric seed,armor tail,ground,tera-blast,psychic-noise,helping-hand,trick-room,north america international
1,whimsicott,focus sash,prankster,ghost,moonblast,tailwind,encore,protect,north america international
1,incineroar,assault vest,intimidate,grass,uturn,flare-blitz,knock-off,fake-out,north america international
1,volcarona,leftovers,flame body,water,flamethrower,bug-buzz,quiver-dance,protect,north america international
1,ursaluna,life orb,mind’s eye,normal,hyper-voice,earth-power,blood-moon,protect,north america international
1,miraidon,choice specs,hadron engine,electric,volt-switch,electro-drift,draco-meteor,discharge,north america international
1,farigiraf,throat spray,armor tail,normal,hyper-voice,trick-room,protect,psychic,north america international
1,flutter-mane,focus sash,protosynthesis,fairy,moonblast,taunt,icy-wind,protect,north america international
1,koraidon,clear amulet,orichalcum pulse,fire,collision-course,flare-blitz,swords-dance,protect,north america international
1,incineroar,sitrus berry,intimidate,water,flare-blitz,fake-out,knock-off,parting-shot,north america international
1,rillaboom,assault vest,grassy surge,fire,grassy-glide,wood-hammer,uturn,fake-out,north america international
1,volcarona,safety goggles,flame body,water,struggle-bug,overheat,rage-powder,willowisp,north america international
1,whimsicott,focus sash,prankster,ghost,moonblast,fake-tears,tailwind,protect,north america international
1,farigiraf,electric seed,armor tail,ground,psychic,foul-play,helping-hand,trick-room,north america international
1,miraidon,choice specs,hadron engine,fairy,draco-meteor,dazzling-gleam,electro-drift,volt-switch,north america international
1,ursaluna,life orb,mind’s eye,normal,blood-moon,earth-power,hyper-voice,protect,north america international
1,iron-hands,assault vest,quark drive,water,ice-punch,drain-punch,fake-out,heavy-slam,north america international
1,volcarona,leftovers,flame body,water,bug-buzz,flamethrower,quiver-dance,protect,north america international
1,whimsicott,covert cloak,prankster,fire,moonblast,encore,taunt,tailwind,north america international
1,urshifu,focus sash,unseen fist,dark,detect,wicked-blow,close-combat,sucker-punch,north america international
1,iron-hands,assault vest,quark drive,grass,drain-punch,ice-punch,heavy-slam,fake-out,north america international
1,chi-yu,choice scarf,beads of ruin,ground,heat-wave,overheat,dark-pulse,tera-blast,north america international
1,farigiraf,electric seed,armor tail,fairy,psychic-noise,foul-play,helping-hand,trick-room,north america international
1,miraidon,choice specs,hadron engine,electric,electro-drift,draco-meteor,discharge,volt-switch,north america international
1,ditto,choice scarf,imposter,ghost,transform,,,,north america international
1,calyrex,clear amulet,as one (glastrier),water,protect,glacial-lance,high-horsepower,trick-room,north america international
1,incineroar,safety goggles,intimidate,water,willowisp,fake-out,knock-off,parting-shot,north america international
1,pelipper,focus sash,drizzle,ghost,protect,hurricane,weather-ball,wide-guard,north america international
1,amoonguss,rocky helmet,regenerator,fairy,pollen-puff,protect,spore,rage-powder,north america international
1,landorus,life orb,sheer force,water,protect,earth-power,sandsear-storm,sludge-bomb,north america international
1,raging-bolt,assault vest,protosynthesis,electric,electroweb,thunderclap,volt-switch,draco-meteor,north america international
1,chi-yu,choice scarf,beads of ruin,ground,heat-wave,dark-pulse,overheat,tera-blast,north america international
1,gholdengo,metal coat,good as gold,normal,make-it-rain,shadow-ball,nasty-plot,protect,north america international
1,whimsicott,focus sash,prankster,ghost,moonblast,tailwind,encore,protect,north america international
1,koraidon,clear amulet,orichalcum pulse,fire,collision-course,flare-blitz,flame-charge,protect,north america international
1,ogerpon,cornerstone mask,sturdy,rock,ivy-cudgel,wood-hammer,follow-me,spiky-shield,north america international
1,gholdengo,metal coat,good as gold,water,make-it-rain,shadow-ball,nasty-plot,protect,north america international
1,rillaboom,miracle seed,grassy surge,fire,wood-hammer,fake-out,grassy-glide,protect,north america international
1,raging-bolt,assault vest,protosynthesis,fairy,thunderclap,electroweb,draco-meteor,volt-switch,north america international
1,koraidon,clear amulet,orichalcum pulse,fire,breaking-swipe,flare-blitz,close-combat,protect,north america international
1,incineroar,safety goggles,intimidate,ghost,flare-blitz,fake-out,parting-shot,knock-off,north america international
1,flutter-mane,focus sash,protosynthesis,fairy,icy-wind,moonblast,taunt,protect,north america international
1,iron-hands,assault vest,quark drive,water,fake-out,volt-switch,drain-punch,heavy-slam,north america international
1,farigiraf,electric seed,armor tail,ground,psychic-noise,foul-play,trick-room,helping-hand,north america international
1,chi-yu,choice scarf,beads of ruin,ground,dark-pulse,heat-wave,overheat,tera-blast,north america international
1,miraidon,choice specs,hadron engine,electric,electro-drift,volt-switch,discharge,draco-meteor,north america international
1,urshifu,focus sash,unseen fist,dark,wicked-blow,sucker-punch,close-combat,detect,north america international
1,whimsicott,covert cloak,prankster,fire,tailwind,light-screen,moonblast,encore,north america international
1,zamazenta,rusted shield,dauntless shield,grass,body-press,iron-head,iron-defense,protect,north america international
1,raging-bolt,leftovers,protosynthesis,fairy,dragon-pulse,thunderclap,calm-mind,protect,north america international
1,grimmsnarl,light clay,prankster,ghost,foul-play,reflect,light-screen,thunder-wave,north america international
1,rillaboom,assault vest,grassy surge,fire,wood-hammer,grassy-glide,uturn,fake-out,north america international
1,chi-yu,choice scarf,beads of ruin,ghost,heat-wave,dark-pulse,overheat,snarl,north america international
1,comfey,rocky helmet,triage,water,draining-kiss,floral-healing,synthesis,protect,north america international
1,terapagos,leftovers,tera shift,stellar,tera-starstorm,earth-power,calm-mind,protect,north america international
1,rillaboom,assault vest,grassy surge,fire,wood-hammer,grassy-glide,uturn,fake-out,north america international
1,urshifu,choice scarf,unseen fist,water,surging-strikes,close-combat,uturn,aqua-jet,north america international
1,incineroar,safety goggles,intimidate,ghost,knock-off,willowisp,parting-shot,fake-out,north america international
1,amoonguss,mental herb,regenerator,water,pollen-puff,spore,rage-powder,protect,north america international
1,scream-tail,booster energy,protosynthesis,grass,dazzling-gleam,encore,disable,protect,north america international
1,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,taunt,follow-me,spiky-shield,north america international
1,dragapult,focus sash,clear body,dragon,dragon-darts,phantom-force,sucker-punch,thunder-wave,north america international
1,incineroar,safety goggles,intimidate,ghost,fake-out,knock-off,parting-shot,willowisp,north america international
1,comfey,sitrus berry,triage,grass,draining-kiss,floral-healing,protect,trick-room,north america international
1,terapagos,covert cloak,tera shift,stellar,tera-starstorm,calm-mind,flamethrower,protect,north america international
1,rillaboom,assault vest,grassy surge,poison,fake-out,wood-hammer,uturn,grassy-glide,north america international
1,tornadus,covert cloak,prankster,ghost,bleakwind-storm,sunny-day,rain-dance,tailwind,north america international
1,smeargle,focus sash,moody,ghost,follow-me,wide-guard,spore,fake-out,north america international
1,chi-yu,choice scarf,beads of ruin,ground,overheat,dark-pulse,heat-wave,tera-blast,north america international
1,clefairy,eviolite,friend guard,grass,follow-me,helping-hand,after-you,protect,north america international
1,calyrex,life orb,as one (spectrier),fairy,astral-barrage,protect,nasty-plot,psychic,north america international
1,urshifu,mystic water,unseen fist,water,surging-strikes,close-combat,taunt,detect,north america international
1,terapagos,choice specs,tera shift,stellar,tera-starstorm,earth-power,hyper-beam,sleep-talk,north america international
1,raging-bolt,assault vest,protosynthesis,electric,draco-meteor,thunderbolt,thunderclap,electroweb,north america international
1,amoonguss,rocky helmet,regenerator,water,spore,protect,pollen-puff,rage-powder,north america international
1,urshifu,mystic water,unseen fist,grass,detect,surging-strikes,close-combat,taunt,north america international
1,chi-yu,focus sash,beads of ruin,ghost,heat-wave,snarl,protect,overheat,north america international
1,tornadus,covert cloak,prankster,dark,tailwind,protect,scary-face,bleakwind-storm,north america international
1,calyrex,choice specs,as one (spectrier),ghost,astral-barrage,psychic,pollen-puff,expanding-force,north america international
1,smeargle,focus sash,own tempo,ghost,spore,follow-me,feint,wide-guard,north america international
1,urshifu,choice scarf,unseen fist,grass,surging-strikes,close-combat,uturn,ice-spinner,north america international
1,iron-hands,assault vest,quark drive,water,wild-charge,drain-punch,heavy-slam,fake-out,north america international
1,volcarona,rocky helmet,flame body,grass,overheat,protect,rage-powder,struggle-bug,north america international
1,tornadus,covert cloak,prankster,dark,bleakwind-storm,tailwind,rain-dance,taunt,north america international
1,urshifu,choice scarf,unseen fist,ghost,surging-strikes,aqua-jet,close-combat,uturn,north america international
1,pelipper,focus sash,drizzle,ghost,weather-ball,hurricane,wide-guard,helping-hand,north america international
1,calyrex,clear amulet,as one (glastrier),fire,glacial-lance,high-horsepower,trick-room,protect,north america international
1,raging-bolt,booster energy,protosynthesis,electric,thunderclap,thunderbolt,draco-meteor,protect,north america international
1,amoonguss,rocky helmet,regenerator,fairy,spore,rage-powder,pollen-puff,protect,north america international
1,incineroar,safety goggles,intimidate,ghost,knock-off,taunt,parting-shot,fake-out,north america international
1,calyrex,choice specs,as one (spectrier),ghost,expanding-force,astral-barrage,shadow-ball,psychic,north america international
1,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,wood-hammer,follow-me,spiky-shield,north america international
1,indeedee,psychic seed,psychic surge,fairy,follow-me,imprison,helping-hand,trick-room,north america international
1,urshifu,choice band,unseen fist,dark,wicked-blow,iron-head,close-combat,sucker-punch,north america international
1,tornadus,covert cloak,prankster,dark,tailwind,rain-dance,bleakwind-storm,substitute,north america international
1,ursaluna,life orb,mind’s eye,normal,blood-moon,earth-power,hyper-voice,protect,north america international
1,urshifu,choice scarf,unseen fist,ghost,surging-strikes,close-combat,aqua-jet,uturn,north america international
1,pelipper,safety goggles,drizzle,ghost,hurricane,weather-ball,protect,wide-guard,north america international
1,zamazenta,rusted shield,dauntless shield,grass,body-press,heavy-slam,protect,wide-guard,north america international
1,flutter-mane,booster energy,protosynthesis,fairy,moonblast,icy-wind,protect,taunt,north america international
1,rillaboom,assault vest,grassy surge,fire,grassy-glide,wood-hammer,fake-out,uturn,north america international
1,landorus,life orb,sheer force,poison,earth-power,sludge-bomb,protect,sandsear-storm,north america international
1,incineroar,safety goggles,intimidate,ghost,parting-shot,knock-off,taunt,fake-out,north america international
1,calyrex,clear amulet,as one,fire,glacial-lance,high-horsepower,trick-room,protect,north america international
1,urshifu,choice scarf,unseen fist,water,surging-strikes,close-combat,uturn,coaching,north america international
1,amoonguss,rocky helmet,regenerator,water,spore,rage-powder,pollen-puff,protect,north america international
1,chien-pao,focus sash,sword of ruin,ghost,ice-spinner,sucker-punch,sacred-sword,protect,north america international
1,raging-bolt,assault vest,protosynthesis,electric,thunderclap,draco-meteor,thunderbolt,snarl,north america international
1,incineroar,assault vest,intimidate,grass,flare-blitz,knock-off,uturn,fake-out,north america international
1,ogerpon,cornerstone mask,sturdy,rock,spiky-shield,ivy-cudgel,power-whip,follow-me,north america international
1,ursaluna,flame orb,guts,ghost,protect,headlong-rush,facade,close-combat,north america international
1,lunala,safety goggles,shadow shield,fairy,moongeist-beam,moonblast,wide-guard,trick-room,north america international
1,urshifu,focus sash,unseen fist,dark,detect,close-combat,wicked-blow,sucker-punch,north america international
1,dondozo,leftovers,unaware,poison,protect,wave-crash,yawn,fissure,north america international
1,chien-pao,focus sash,sword of ruin,ghost,ice-spinner,sucker-punch,throat-chop,protect,north america international
1,ting-lu,rocky helmet,vessel of ruin,poison,sand-tomb,ruination,taunt,protect,north america international
1,dondozo,leftovers,unaware,bug,wave-crash,fissure,yawn,protect,north america international
1,pelipper,safety goggles,drizzle,steel,weather-ball,hurricane,wide-guard,protect,north america international
1,raging-bolt,assault vest,protosynthesis,fairy,thunderclap,dragon-pulse,snarl,electroweb,north america international
1,zamazenta,rusted shield,dauntless shield,grass,body-press,heavy-slam,wide-guard,protect,north america international
1,landorus,life orb,sheer force,steel,protect,substitute,sludge-bomb,earth-power,north america international
1,flutter-mane,choice specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,north america international
1,rillaboom,clear amulet,grassy surge,fire,fake-out,grassy-glide,wood-hammer,taunt,north america international
1,gouging-fire,booster energy,protosynthesis,fairy,burning-bulwark,heat-crash,howl,breaking-swipe,north america international
1,kingambit,black glasses,defiant,dragon,kowtow-cleave,sucker-punch,swords-dance,protect,north america international
1,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,horn-leech,spiky-shield,follow-me,north america international
1,incineroar,safety goggles,intimidate,ghost,knock-off,willowisp,fake-out,parting-shot,north america international
1,urshifu,focus sash,unseen fist,stellar,surging-strikes,close-combat,detect,taunt,north america international
1,rillaboom,assault vest,grassy surge,fire,wood-hammer,uturn,fake-out,grassy-glide,north america international
1,clefairy,eviolite,friend guard,grass,follow-me,helping-hand,protect,heal-pulse,north america international
1,calyrex,covert cloak,as one (spectrier),fairy,astral-barrage,draining-kiss,protect,nasty-plot,north america international
1,iron-hands,clear amulet,quark drive,water,drain-punch,wild-charge,fake-out,heavy-slam,north america international
1,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,spiky-shield,horn-leech,follow-me,north america international
1,flutter-mane,pixie plate,protosynthesis,fairy,moonblast,taunt,protect,dazzling-gleam,north america international
1,gouging-fire,booster energy,protosynthesis,fairy,burning-bulwark,howl,breaking-swipe,heat-crash,north america international
1,kingambit,assault vest,defiant,fairy,kowtow-cleave,iron-head,low-kick,sucker-punch,north america international
1,rillaboom,sitrus berry,grassy surge,ghost,wood-hammer,uturn,grassy-glide,fake-out,north america international
1,landorus,choice scarf,intimidate,flying,stomping-tantrum,rock-slide,uturn,tera-blast,north america international
1,raging-bolt,assault vest,protosynthesis,fairy,thunderclap,electroweb,draco-meteor,snarl,north america international
1,skeledirge,safety goggles,unaware,fairy,torch-song,shadow-ball,willowisp,slack-off,north america international
1,urshifu,focus sash,unseen fist,dark,wicked-blow,close-combat,sucker-punch,detect,north america international
1,landorus,life orb,sheer force,poison,earth-power,sludge-bomb,imprison,protect,north america international
1,tornadus,covert cloak,prankster,steel,bleakwind-storm,taunt,tailwind,icy-wind,north america international
1,raging-bolt,assault vest,protosynthesis,water,thunderclap,thunderbolt,weather-ball,draco-meteor,north america international
1,ogerpon,wellspring mask,water absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,north america international
1,koraidon,clear amulet,orichalcum pulse,fire,collision-course,flare-blitz,flame-charge,protect,north america international
1,rillaboom,miracle seed,grassy surge,grass,grassy-glide,wood-hammer,fake-out,uturn,north america international
1,clefairy,eviolite,friend guard,grass,moonblast,follow-me,helping-hand,protect,north america international
1,gholdengo,leftovers,good as gold,normal,make-it-rain,shadow-ball,nasty-plot,protect,north america international
1,chien-pao,focus sash,sword of ruin,stellar,icicle-crash,throat-chop,sucker-punch,protect,north america international
1,chien-pao,focus sash,sword of ruin,stellar,sucker-punch,icicle-crash,sacred-sword,protect,north america international
1,arcanine,choice band,intimidate,normal,extreme-speed,flare-blitz,rock-slide,head-smash,north america international
1,urshifu,choice scarf,unseen fist,water,uturn,close-combat,aqua-jet,surging-strikes,north america international
1,ogerpon,rocky helmet,defiant,grass,spiky-shield,ivy-cudgel,follow-me,stomping-tantrum,north america international
1,farigiraf,sitrus berry,armor tail,fire,hyper-voice,psychic,trick-room,helping-hand,north america international
1,ursaluna,life orb,mind’s eye,normal,blood-moon,hyper-voice,earth-power,protect,north america international
