incineroar,sitrus-berry,intimidate,ghost,flare-blitz,willowisp,parting-shot,fake-out,7gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,grassy-glide,swords-dance,spiky-shield,9gen
urshifu,choice-scarf,unseen-fist,water,surging-strikes,close-combat,aqua-jet,uturn,8gen
landorus,life-orb,sheer-force,poison,protect,earth-power,sandsear-storm,sludge-bomb,5gen
urshifu,choice-band,unseen-fist,poison,wicked-blow,uturn,close-combat,poison-jab,8gen
indeedee,rocky-helmet,psychic-surge,fairy,follow-me,dazzling-gleam,helping-hand,trick-room,8gen
archaludon,assault-vest,stamina,fairy,electro-shot,body-press,flash-cannon,draco-meteor,9gen
ogerpon,cornerstone-mask,sturdy,rock,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
tornadus,covert-cloak,prankster,steel,tailwind,bleakwind-storm,rain-dance,icy-wind,5gen
flutter-mane,booster-energy,protosynthesis,fairy,dazzling-gleam,shadow-ball,moonblast,protect,9gen
rillaboom,assault-vest,grassy-surge,fire,high-horsepower,wood-hammer,grassy-glide,fake-out,8gen
landorus,life-orb,sheer-force,steel,sludge-bomb,earth-power,substitute,protect,5gen
incineroar,sitrus-berry,intimidate,ghost,parting-shot,flare-blitz,knock-off,fake-out,7gen
urshifu,mystic-water,unseen-fist,water,surging-strikes,close-combat,aqua-jet,detect,8gen
tornadus,focus-sash,prankster,ghost,bleakwind-storm,rain-dance,tailwind,taunt,5gen
torkoal,choice-specs,drought,fire,eruption,earth-power,heat-wave,weather-ball,3gen
farigiraf,safety-goggles,armor-tail,fire,hyper-voice,psyshock,helping-hand,trick-room,9gen
indeedee,rocky-helmet,psychic-surge,dragon,psyshock,follow-me,healing-wish,trick-room,8gen
smeargle,focus-sash,technician,grass,fake-out,follow-me,spore,decorate,2gen
urshifu,choice-band,unseen-fist,grass,wicked-blow,close-combat,sucker-punch,iron-head,8gen
hatterene,clear-amulet,magic-bounce,fire,expanding-force,dazzling-gleam,psyshock,trick-room,8gen
incineroar,safety-goggles,intimidate,ghost,fake-out,flare-blitz,knock-off,parting-shot,7gen
farigiraf,throat-spray,armor-tail,fairy,psychic,hyper-voice,trick-room,protect,9gen
rillaboom,assault-vest,grassy-surge,fire,fake-out,grassy-glide,wood-hammer,uturn,8gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
landorus,life-orb,sheer-force,steel,earth-power,sludge-bomb,imprison,protect,5gen
kingambit,black-glasses,defiant,dark,sucker-punch,kowtow-cleave,swords-dance,protect,9gen
chi-yu,choice-specs,beads-of-ruin,ghost,heat-wave,overheat,dark-pulse,snarl,9gen
chien-pao,focus-sash,sword-of-ruin,ghost,ice-spinner,protect,sucker-punch,sacred-sword,9gen
dragonite,choice-band,inner-focus,normal,aerial-ace,extreme-speed,giga-impact,stomping-tantrum,1gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,sunny-day,icy-wind,protect,9gen
dondozo,rocky-helmet,unaware,grass,earthquake,order-up,protect,wave-crash,9gen
tatsugiri,choice-scarf,commander,water,surf,dragon-pulse,icy-wind,draco-meteor,9gen
farigiraf,sitrus-berry,armor-tail,fairy,dazzling-gleam,psychic-noise,helping-hand,trick-room,9gen
tyranitar,assault-vest,sand-stream,flying,rock-slide,knock-off,low-kick,tera-blast,2gen
amoonguss,rocky-helmet,regenerator,water,rage-powder,spore,pollen-puff,clear-smog,5gen
ogerpon,cornerstone-mask,sturdy,rock,follow-me,horn-leech,ivy-cudgel,spiky-shield,9gen
excadrill,focus-sash,sand-rush,stellar,iron-head,swords-dance,high-horsepower,protect,5gen
kommo-o,throat-spray,soundproof,steel,clanging-scales,flash-cannon,clangorous-soul,protect,7gen
entei,life-orb,inner-focus,normal,sacred-fire,extreme-speed,stomping-tantrum,protect,2gen
glimmora,power-herb,toxic-debris,grass,meteor-beam,sludge-bomb,mortal-spin,spiky-shield,9gen
tatsugiri,rocky-helmet,commander,poison,draco-meteor,muddy-water,taunt,protect,9gen
dondozo,leftovers,unaware,grass,order-up,earthquake,tera-blast,protect,9gen
flutter-mane,booster-energy,protosynthesis,fairy,shadow-ball,dazzling-gleam,icy-wind,protect,9gen
chien-pao,focus-sash,sword-of-ruin,ghost,ice-spinner,sacred-sword,sucker-punch,protect,9gen
incineroar,clear-amulet,intimidate,grass,flare-blitz,parting-shot,fake-out,knock-off,7gen
flutter-mane,choice-specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,9gen
ursaluna,life-orb,mind’s-eye,normal,blood-moon,hyper-voice,earth-power,protect,8gen
raging-bolt,booster-energy,protosynthesis,electric,thunderclap,protect,draco-meteor,electroweb,9gen
farigiraf,sitrus-berry,armor-tail,fairy,psychic,dazzling-gleam,trick-room,helping-hand,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
chien-pao,focus-sash,sword-of-ruin,ghost,ice-spinner,lash-out,ice-shard,protect,9gen
scizor,life-orb,technician,dragon,bullet-punch,close-combat,bug-bite,protect,2gen
pelipper,rocky-helmet,drizzle,steel,hurricane,weather-ball,tailwind,protect,3gen
amoonguss,sitrus-berry,regenerator,fairy,spore,rage-powder,pollen-puff,sludge-bomb,5gen
archaludon,assault-vest,stamina,grass,flash-cannon,draco-meteor,electro-shot,body-press,9gen
urshifu,choice-scarf,unseen-fist,grass,surging-strikes,close-combat,aqua-jet,uturn,8gen
flutter-mane,choice-specs,protosynthesis,fairy,dazzling-gleam,moonblast,shadow-ball,icy-wind,9gen
iron-crown,booster-energy,quark-drive,water,expanding-force,tachyon-cutter,tera-blast,protect,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,spiky-shield,follow-me,9gen
indeedee,rocky-helmet,psychic-surge,fairy,imprison,trick-room,helping-hand,follow-me,8gen
chi-yu,focus-sash,beads-of-ruin,ghost,heat-wave,dark-pulse,snarl,protect,9gen
tornadus,covert-cloak,prankster,steel,bleakwind-storm,icy-wind,tailwind,taunt,5gen
dragonite,life-orb,inner-focus,normal,extreme-speed,stomping-tantrum,ice-spinner,protect,1gen
porygon2,eviolite,download,ghost,tera-blast,ice-beam,recover,trick-room,2gen
kingambit,assault-vest,defiant,fairy,iron-head,assurance,low-kick,sucker-punch,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,power-whip,follow-me,spiky-shield,9gen
gouging-fire,booster-energy,protosynthesis,grass,heat-crash,breaking-swipe,howl,sunny-day,9gen
flutter-mane,choice-specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,misty-terrain,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,wood-hammer,follow-me,spiky-shield,9gen
chien-pao,focus-sash,sword-of-ruin,stellar,ice-spinner,sucker-punch,sacred-sword,protect,9gen
incineroar,assault-vest,intimidate,grass,fake-out,flare-blitz,knock-off,uturn,7gen
raging-bolt,booster-energy,protosynthesis,electric,thunderbolt,dragon-pulse,thunderclap,protect,9gen
gholdengo,life-orb,good-as-gold,steel,make-it-rain,shadow-ball,nasty-plot,protect,9gen
dragonite,choice-band,inner-focus,normal,extreme-speed,outrage,stomping-tantrum,aqua-jet,1gen
raging-bolt,assault-vest,protosynthesis,fairy,thunderbolt,draco-meteor,thunderclap,snarl,9gen
roaring-moon,booster-energy,protosynthesis,flying,acrobatics,knock-off,dragon-dance,protect,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,wood-hammer,follow-me,spiky-shield,9gen
amoonguss,sitrus-berry,regenerator,fairy,sludge-bomb,pollen-puff,spore,rage-powder,5gen
incineroar,safety-goggles,intimidate,ghost,flare-blitz,knock-off,fake-out,parting-shot,7gen
flutter-mane,choice-specs,protosynthesis,fairy,moonblast,shadow-ball,dazzling-gleam,perish-song,9gen
grimmsnarl,light-clay,prankster,steel,spirit-break,thunder-wave,reflect,light-screen,8gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,swords-dance,spiky-shield,9gen
okidogi,assault-vest,guard-dog,water,gunk-shot,drain-punch,high-horsepower,upper-hand,9gen
roaring-moon,booster-energy,protosynthesis,flying,knock-off,acrobatics,tailwind,protect,9gen
gholdengo,sitrus-berry,good-as-gold,dragon,make-it-rain,shadow-ball,nasty-plot,protect,9gen
entei,choice-band,inner-focus,fairy,sacred-fire,extreme-speed,stone-edge,stomping-tantrum,2gen
incineroar,safety-goggles,intimidate,water,flare-blitz,parting-shot,fake-out,knock-off,7gen
landorus,life-orb,sheer-force,steel,sludge-bomb,earth-power,substitute,protect,5gen
tornadus,focus-sash,prankster,ghost,bleakwind-storm,tailwind,rain-dance,protect,5gen
amoonguss,sitrus-berry,regenerator,fairy,sludge-bomb,rage-powder,protect,spore,5gen
urshifu,choice-scarf,unseen-fist,water,surging-strikes,aqua-jet,close-combat,uturn,8gen
flutter-mane,booster-energy,protosynthesis,fairy,dazzling-gleam,shadow-ball,moonblast,protect,9gen
incineroar,sitrus-berry,intimidate,ghost,flare-blitz,taunt,parting-shot,fake-out,7gen
urshifu,choice-scarf,unseen-fist,fire,surging-strikes,close-combat,fire-punch,uturn,8gen
dusclops,eviolite,pressure,fairy,night-shade,willowisp,haze,trick-room,3gen
raging-bolt,booster-energy,protosynthesis,bug,dragon-pulse,thunderclap,calm-mind,protect,9gen
ursaluna,flame-orb,guts,ghost,facade,headlong-rush,substitute,protect,8gen
rillaboom,assault-vest,grassy-surge,fire,wood-hammer,grassy-glide,uturn,fake-out,8gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
landorus,life-orb,sheer-force,poison,earth-power,sludge-bomb,substitute,protect,5gen
gholdengo,leftovers,good-as-gold,fairy,make-it-rain,shadow-ball,nasty-plot,protect,9gen
iron-bundle,booster-energy,quark-drive,poison,icy-wind,freezedry,encore,protect,9gen
incineroar,sitrus-berry,intimidate,ghost,flare-blitz,knock-off,fake-out,parting-shot,7gen
urshifu,focus-sash,unseen-fist,dark,wicked-blow,sucker-punch,close-combat,detect,8gen
dondozo,rocky-helmet,unaware,grass,wave-crash,order-up,earthquake,protect,9gen
tornadus,focus-sash,prankster,ghost,tailwind,bleakwind-storm,icy-wind,protect,5gen
glimmora,power-herb,toxic-debris,grass,meteor-beam,sludge-bomb,mortal-spin,spiky-shield,9gen
urshifu,choice-band,unseen-fist,dark,wicked-blow,sucker-punch,close-combat,uturn,8gen
tatsugiri,life-orb,commander,steel,draco-meteor,dragon-pulse,muddy-water,protect,9gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,taunt,icy-wind,protect,9gen
rillaboom,assault-vest,grassy-surge,poison,wood-hammer,grassy-glide,high-horsepower,fake-out,8gen
chien-pao,focus-sash,sword-of-ruin,stellar,icicle-crash,sucker-punch,sacred-sword,protect,9gen
dragonite,choice-band,inner-focus,normal,extreme-speed,aerial-ace,stomping-tantrum,aqua-jet,1gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,wood-hammer,stomping-tantrum,spiky-shield,9gen
raging-bolt,leftovers,protosynthesis,fairy,dragon-pulse,thunderclap,calm-mind,protect,9gen
ninetales,light-clay,snow-warning,fire,blizzard,aurora-veil,encore,protect,1gen
urshifu,focus-sash,unseen-fist,stellar,wicked-blow,close-combat,sucker-punch,detect,8gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,wood-hammer,stomping-tantrum,spiky-shield,9gen
iron-hands,clear-amulet,quark-drive,fire,fake-out,close-combat,heavy-slam,wild-charge,9gen
farigiraf,mental-herb,armor-tail,fire,dazzling-gleam,psychic,helping-hand,trick-room,9gen
ursaluna,life-orb,mind’s-eye,normal,blood-moon,earth-power,hyper-voice,protect,8gen
tornadus,rocky-helmet,prankster,steel,bleakwind-storm,tailwind,taunt,protect,5gen
talonflame,life-orb,gale-wings,flying,brave-bird,tailwind,protect,flare-blitz,6gen
armarouge,power-herb,flash-fire,psychic,heat-wave,expanding-force,meteor-beam,trick-room,9gen
dondozo,leftovers,unaware,fairy,wave-crash,tera-blast,protect,earthquake,9gen
tatsugiri,choice-specs,commander,water,muddy-water,draco-meteor,hydro-pump,dragon-pulse,9gen
maushold,wide-lens,technician,normal,feint,follow-me,protect,population-bomb,9gen
indeedee,rocky-helmet,psychic-surge,grass,dazzling-gleam,helping-hand,trick-room,follow-me,8gen
incineroar,safety-goggles,intimidate,ghost,fake-out,flare-blitz,parting-shot,knock-off,7gen
landorus,life-orb,sheer-force,poison,earth-power,sludge-bomb,substitute,protect,5gen
amoonguss,rocky-helmet,regenerator,fairy,spore,rage-powder,pollen-puff,protect,5gen
urshifu,mystic-water,unseen-fist,grass,surging-strikes,close-combat,aqua-jet,detect,8gen
roaring-moon,booster-energy,protosynthesis,flying,acrobatics,knock-off,dragon-dance,protect,9gen
porygon2,eviolite,download,poison,ice-beam,tera-blast,recover,trick-room,2gen
whimsicott,covert-cloak,prankster,fire,tailwind,charm,light-screen,moonblast,5gen
chien-pao,focus-sash,sword-of-ruin,stellar,protect,ice-spinner,sucker-punch,sacred-sword,9gen
ogerpon,wellspring-mask,water-absorb,water,spiky-shield,follow-me,ivy-cudgel,horn-leech,9gen
glimmora,power-herb,toxic-debris,grass,spiky-shield,meteor-beam,sludge-bomb,earth-power,9gen
dragonite,choice-band,inner-focus,normal,extreme-speed,outrage,aerial-ace,stomping-tantrum,1gen
entei,assault-vest,inner-focus,ghost,sacred-fire,extreme-speed,snarl,stomping-tantrum,2gen
landorus,life-orb,sheer-force,steel,protect,substitute,sludge-bomb,earth-power,5gen
flutter-mane,choice-specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,9gen
rillaboom,clear-amulet,grassy-surge,fire,fake-out,grassy-glide,wood-hammer,taunt,8gen
gouging-fire,booster-energy,protosynthesis,fairy,burning-bulwark,heat-crash,howl,breaking-swipe,9gen
kingambit,black-glasses,defiant,dragon,kowtow-cleave,sucker-punch,swords-dance,protect,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,spiky-shield,follow-me,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,spiky-shield,horn-leech,follow-me,9gen
landorus,choice-scarf,intimidate,flying,stomping-tantrum,rock-slide,uturn,tera-blast,5gen
flutter-mane,pixie-plate,protosynthesis,fairy,moonblast,taunt,protect,dazzling-gleam,9gen
gouging-fire,booster-energy,protosynthesis,fairy,burning-bulwark,howl,breaking-swipe,heat-crash,9gen
kingambit,assault-vest,defiant,fairy,kowtow-cleave,iron-head,low-kick,sucker-punch,9gen
rillaboom,sitrus-berry,grassy-surge,ghost,wood-hammer,uturn,grassy-glide,fake-out,8gen
raging-bolt,assault-vest,protosynthesis,fairy,thunderclap,electroweb,draco-meteor,snarl,9gen
skeledirge,safety-goggles,unaware,fairy,torch-song,shadow-ball,willowisp,slack-off,9gen
urshifu,focus-sash,unseen-fist,dark,wicked-blow,close-combat,sucker-punch,detect,8gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
landorus,life-orb,sheer-force,poison,earth-power,sludge-bomb,imprison,protect,5gen
tornadus,covert-cloak,prankster,steel,bleakwind-storm,taunt,tailwind,icy-wind,5gen
chien-pao,focus-sash,sword-of-ruin,stellar,sucker-punch,icicle-crash,sacred-sword,protect,9gen
arcanine,choice-band,intimidate,normal,extreme-speed,flare-blitz,rock-slide,head-smash,1gen
urshifu,choice-scarf,unseen-fist,water,uturn,close-combat,aqua-jet,surging-strikes,8gen
ogerpon,rocky-helmet,defiant,grass,spiky-shield,ivy-cudgel,follow-me,stomping-tantrum,9gen
farigiraf,sitrus-berry,armor-tail,fire,hyper-voice,psychic,trick-room,helping-hand,9gen
ursaluna,life-orb,mind’s-eye,normal,blood-moon,hyper-voice,earth-power,protect,8gen
ninetales,light-clay,snow-warning,fire,blizzard,icy-wind,aurora-veil,protect,1gen
tatsugiri,focus-sash,commander,stellar,muddy-water,draco-meteor,protect,taunt,9gen
glimmora,power-herb,toxic-debris,grass,mortal-spin,meteor-beam,sludge-bomb,spiky-shield,9gen
articuno,icicle-plate,snow-cloak,ice,blizzard,freezedry,protect,roost,1gen
dondozo,leftovers,unaware,grass,wave-crash,earthquake,order-up,protect,9gen
roaring-moon,booster-energy,protosynthesis,flying,acrobatics,knock-off,tailwind,protect,9gen
amoonguss,rocky-helmet,regenerator,dark,spore,rage-powder,sludge-bomb,pollen-puff,5gen
incineroar,sitrus-berry,intimidate,grass,flare-blitz,knock-off,parting-shot,fake-out,7gen
flutter-mane,choice-specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,helping-hand,9gen
farigiraf,throat-spray,armor-tail,fairy,hyper-voice,psychic-noise,trick-room,protect,9gen
roaring-moon,clear-amulet,protosynthesis,poison,knock-off,breaking-swipe,dragon-dance,protect,9gen
torkoal,charcoal,drought,fire,eruption,helping-hand,overheat,protect,3gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,icy-wind,taunt,protect,9gen
glimmora,power-herb,toxic-debris,grass,sludge-bomb,meteor-beam,spiky-shield,earth-power,9gen
gastrodon,leftovers,storm-drain,poison,earth-power,protect,yawn,ice-beam,4gen
corviknight,safety-goggles,mirror-armor,fire,brave-bird,bulk-up,iron-head,roost,8gen
urshifu,focus-sash,unseen-fist,dark,wicked-blow,sucker-punch,close-combat,detect,8gen
entei,assault-vest,inner-focus,normal,sacred-fire,snarl,stomping-tantrum,extreme-speed,2gen
landorus,life-orb,sheer-force,steel,earth-power,sludge-bomb,taunt,protect,5gen
chien-pao,focus-sash,sword-of-ruin,ghost,ice-spinner,sucker-punch,sacred-sword,protect,9gen
raging-bolt,assault-vest,protosynthesis,electric,thunderclap,electroweb,thunderbolt,dragon-pulse,9gen
ogerpon,wellspring-mask,water-absorb,water,spiky-shield,ivy-cudgel,follow-me,horn-leech,9gen
zapdos,choice-scarf,defiant,ghost,thunderous-kick,uturn,close-combat,brave-bird,1gen
incineroar,sitrus-berry,intimidate,ghost,flare-blitz,willowisp,fake-out,parting-shot,7gen
ursaluna,life-orb,mind’s-eye,normal,blood-moon,hyper-voice,earth-power,protect,8gen
indeedee,psychic-seed,psychic-surge,fire,follow-me,alluring-voice,helping-hand,trick-room,8gen
roaring-moon,booster-energy,protosynthesis,poison,breaking-swipe,knock-off,tailwind,protect,9gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,swords-dance,wood-hammer,spiky-shield,9gen
hatterene,covert-cloak,magic-bounce,fairy,trick-room,expanding-force,dazzling-gleam,protect,8gen
urshifu,assault-vest,unseen-fist,grass,surging-strikes,close-combat,ice-spinner,aqua-jet,8gen
landorus,life-orb,sheer-force,poison,earth-power,sludge-bomb,substitute,protect,5gen
urshifu,choice-scarf,unseen-fist,water,surging-strikes,close-combat,ice-spinner,uturn,8gen
rillaboom,assault-vest,grassy-surge,fire,fake-out,wood-hammer,grassy-glide,uturn,8gen
incineroar,sitrus-berry,intimidate,ghost,fake-out,parting-shot,knock-off,willowisp,7gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,grassy-glide,swords-dance,spiky-shield,9gen
raging-bolt,leftovers,protosynthesis,fairy,dragon-pulse,thunderclap,calm-mind,protect,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
landorus,life-orb,sheer-force,poison,earth-power,sludge-bomb,substitute,protect,5gen
raging-bolt,assault-vest,protosynthesis,fairy,thunderbolt,draco-meteor,thunderclap,snarl,9gen
incineroar,safety-goggles,intimidate,ghost,flare-blitz,parting-shot,taunt,fake-out,7gen
registeel,leftovers,clear-body,flying,heavy-slam,body-press,iron-defense,protect,3gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,taunt,icy-wind,protect,9gen
urshifu,choice-scarf,unseen-fist,water,surging-strikes,aqua-jet,close-combat,uturn,8gen
rillaboom,assault-vest,grassy-surge,fire,grassy-glide,wood-hammer,uturn,fake-out,8gen
sylveon,leftovers,pixilate,fire,hyper-voice,tera-blast,calm-mind,protect,6gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,grassy-glide,swords-dance,spiky-shield,9gen
incineroar,sitrus-berry,intimidate,ghost,fake-out,flare-blitz,throat-chop,parting-shot,7gen
landorus,life-orb,sheer-force,steel,earth-power,sludge-bomb,substitute,protect,5gen
urshifu,focus-sash,unseen-fist,dark,wicked-blow,close-combat,sucker-punch,detect,8gen
farigiraf,throat-spray,armor-tail,fairy,hyper-voice,psychic,protect,trick-room,9gen
tornadus,covert-cloak,prankster,steel,bleakwind-storm,taunt,tailwind,sunny-day,5gen
chi-yu,choice-specs,beads-of-ruin,fire,heat-wave,dark-pulse,overheat,snarl,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,wood-hammer,spiky-shield,follow-me,9gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,dazzling-gleam,icy-wind,protect,9gen
iron-hands,assault-vest,quark-drive,water,wild-charge,drain-punch,heavy-slam,fake-out,9gen
roaring-moon,booster-energy,protosynthesis,poison,protect,knock-off,breaking-swipe,tailwind,9gen
heatran,leftovers,flash-fire,grass,protect,heat-wave,earth-power,substitute,4gen
flutter-mane,choice-specs,protosynthesis,fairy,moonblast,shadow-ball,dazzling-gleam,power-gem,9gen
ogerpon,wellspring-mask,water-absorb,water,spiky-shield,ivy-cudgel,horn-leech,follow-me,9gen
farigiraf,sitrus-berry,armor-tail,steel,protect,psychic,hyper-voice,trick-room,9gen
raging-bolt,booster-energy,protosynthesis,fairy,protect,calm-mind,thunderclap,dragon-pulse,9gen
urshifu,mystic-water,unseen-fist,fire,protect,surging-strikes,close-combat,aqua-jet,8gen
incineroar,shuca-berry,intimidate,ghost,flare-blitz,fake-out,parting-shot,willowisp,7gen
gholdengo,leftovers,good-as-gold,fairy,protect,nasty-plot,make-it-rain,shadow-ball,9gen
rillaboom,assault-vest,grassy-surge,fire,wood-hammer,fake-out,grassy-glide,uturn,8gen
chien-pao,clear-amulet,sword-of-ruin,fire,protect,sucker-punch,icicle-crash,sacred-sword,9gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,icy-wind,taunt,protect,9gen
raging-bolt,assault-vest,protosynthesis,fairy,thunderclap,draco-meteor,electroweb,snarl,9gen
urshifu,focus-sash,unseen-fist,dark,wicked-blow,close-combat,sucker-punch,protect,8gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,wood-hammer,stomping-tantrum,spiky-shield,9gen
landorus,life-orb,sheer-force,steel,earth-power,sludge-bomb,substitute,protect,5gen
rillaboom,meadow-plate,grassy-surge,fire,wood-hammer,grassy-glide,fake-out,uturn,8gen
gouging-fire,booster-energy,protosynthesis,fairy,heat-crash,breaking-swipe,howl,burning-bulwark,9gen
chien-pao,focus-sash,sword-of-ruin,stellar,icicle-crash,sucker-punch,sacred-sword,protect,9gen
rillaboom,miracle-seed,grassy-surge,fire,wood-hammer,grassy-glide,taunt,fake-out,8gen
kingambit,assault-vest,defiant,fairy,kowtow-cleave,iron-head,sucker-punch,low-kick,9gen
landorus,life-orb,sheer-force,poison,earth-power,sludge-bomb,substitute,protect,5gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
urshifu,focus-sash,unseen-fist,dark,close-combat,wicked-blow,sucker-punch,protect,8gen
landorus,life-orb,sheer-force,poison,earth-power,sludge-bomb,substitute,protect,5gen
chi-yu,choice-specs,beads-of-ruin,ghost,dark-pulse,heat-wave,overheat,snarl,9gen
raging-bolt,assault-vest,protosynthesis,fairy,thunderclap,dragon-pulse,electroweb,snarl,9gen
ogerpon,wellspring-mask,water-absorb,water,horn-leech,ivy-cudgel,follow-me,spiky-shield,9gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,dazzling-gleam,icy-wind,protect,9gen
urshifu,focus-sash,unseen-fist,dark,close-combat,wicked-blow,sucker-punch,detect,8gen
cresselia,rocky-helmet,levitate,ghost,stored-power,dazzling-gleam,calm-mind,moonlight,4gen
flutter-mane,booster-energy,protosynthesis,fairy,dazzling-gleam,icy-wind,taunt,protect,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
entei,life-orb,inner-focus,grass,sacred-fire,extreme-speed,stone-edge,protect,2gen
raging-bolt,assault-vest,protosynthesis,electric,draco-meteor,electroweb,thunderclap,snarl,9gen
chi-yu,choice-scarf,beads-of-ruin,ghost,overheat,heat-wave,dark-pulse,snarl,9gen
flutter-mane,choice-specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,icy-wind,9gen
iron-hands,assault-vest,quark-drive,grass,fake-out,drain-punch,wild-charge,heavy-slam,9gen
tatsugiri,focus-sash,commander,water,draco-meteor,muddy-water,taunt,protect,9gen
glimmora,power-herb,toxic-debris,grass,meteor-beam,sludge-bomb,earth-power,spiky-shield,9gen
dondozo,rocky-helmet,unaware,fairy,wave-crash,order-up,earthquake,protect,9gen
incineroar,sitrus-berry,intimidate,ghost,flare-blitz,fake-out,taunt,parting-shot,7gen
amoonguss,rocky-helmet,regenerator,fairy,pollen-puff,spore,rage-powder,protect,5gen
roaring-moon,booster-energy,protosynthesis,flying,knock-off,acrobatics,dragon-dance,protect,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
flutter-mane,choice-specs,protosynthesis,fairy,moonblast,dazzling-gleam,shadow-ball,perish-song,9gen
iron-hands,assault-vest,quark-drive,bug,wild-charge,drain-punch,heavy-slam,fake-out,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
urshifu,focus-sash,unseen-fist,dark,close-combat,wicked-blow,sucker-punch,detect,8gen
arcanine,choice-band,intimidate,grass,flare-blitz,head-smash,rock-slide,extreme-speed,1gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,icy-wind,taunt,protect,9gen
landorus,life-orb,sheer-force,steel,earth-power,sludge-bomb,substitute,protect,5gen
raging-bolt,assault-vest,protosynthesis,fairy,thunderclap,electroweb,dragon-pulse,snarl,9gen
urshifu,choice-scarf,unseen-fist,steel,surging-strikes,aqua-jet,close-combat,uturn,8gen
landorus,life-orb,sheer-force,poison,protect,earth-power,sludge-bomb,imprison,5gen
arcanine,choice-band,intimidate,normal,rock-slide,flare-blitz,extreme-speed,head-smash,1gen
chien-pao,focus-sash,sword-of-ruin,stellar,protect,icicle-crash,sucker-punch,sacred-sword,9gen
rillaboom,assault-vest,grassy-surge,fire,grassy-glide,wood-hammer,uturn,fake-out,8gen
raging-bolt,leftovers,protosynthesis,fairy,protect,thunderclap,dragon-pulse,calm-mind,9gen
landorus,choice-band,intimidate,fairy,earthquake,rock-slide,stomping-tantrum,uturn,5gen
tornadus,rocky-helmet,prankster,steel,bleakwind-storm,taunt,tailwind,rain-dance,5gen
urshifu,focus-sash,unseen-fist,dark,wicked-blow,sucker-punch,close-combat,detect,8gen
gholdengo,metal-coat,good-as-gold,fairy,make-it-rain,shadow-ball,nasty-plot,protect,9gen
glimmora,power-herb,toxic-debris,grass,meteor-beam,sludge-bomb,earth-power,spiky-shield,9gen
ogerpon,wellspring-mask,water-absorb,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
incineroar,sitrus-berry,intimidate,ghost,fake-out,flare-blitz,knock-off,parting-shot,7gen
gholdengo,leftovers,good-as-gold,fairy,protect,nasty-plot,make-it-rain,shadow-ball,9gen
raging-bolt,assault-vest,protosynthesis,fairy,thunderclap,dragon-pulse,snarl,electroweb,9gen
